origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
LGA,2013,5,24,12,55.94,46.94,71.7,330,16.11092,NA,0,1009.3,10,2013-5-24 12:00
LGA,2013,5,24,13,53.06,46.04,76.98,330,19.56326,26.46794,0.01,1009.8,10,2013-5-24 13:00
LGA,2013,5,24,14,51.98,46.94,82.87,320,16.11092,NA,0,1009.9,9,2013-5-24 14:00
LGA,2013,5,24,15,51.98,46.94,82.87,320,19.56326,26.46794,0.03,NA,7,2013-5-24 15:00
LGA,2013,5,24,16,53.06,46.94,79.64,330,16.11092,24.16638,0.06,1010.3,6,2013-5-24 16:00
LGA,2013,5,24,17,51.08,46.04,82.81,320,18.41248,23.0156,0.02,1011,10,2013-5-24 17:00
LGA,2013,5,24,18,50,44.06,79.94,320,18.41248,26.46794,0.02,1011.7,10,2013-5-24 18:00
LGA,2013,5,24,19,48.92,42.98,79.86,320,17.2617,25.31716,0,1012.5,10,2013-5-24 19:00
LGA,2013,5,24,20,48.92,42.08,77.14,310,21.86482,27.61872,0,1012.6,10,2013-5-24 20:00
LGA,2013,5,24,21,48.92,39.92,70.95,330,18.41248,NA,0,1013.2,10,2013-5-24 21:00
LGA,2013,5,24,22,48.92,41,73.99,320,16.11092,NA,0,1013.4,10,2013-5-24 22:00
LGA,2013,5,24,23,48.02,41,76.53,310,16.11092,NA,0.01,1013.5,10,2013-5-24 23:00
LGA,2013,5,25,0,46.94,41,81.34,320,17.2617,NA,0.03,NA,10,2013-5-25 0:00
LGA,2013,5,25,1,46.94,42.08,83.09,310,16.11092,NA,0.03,1012.5,10,2013-5-25 1:00
LGA,2013,5,25,2,46.94,41,79.7,330,16.11092,NA,0,1012.1,10,2013-5-25 2:00
LGA,2013,5,25,3,46.94,41,81.34,320,14.96014,NA,0,NA,10,2013-5-25 3:00
LGA,2013,5,25,4,46.94,41,81.34,320,18.41248,NA,0,NA,10,2013-5-25 4:00
LGA,2013,5,25,5,46.4,41,82.45,320,18.41248,24.16638,0,NA,10,2013-5-25 5:00
LGA,2013,5,25,6,46.94,42.8,87.19,320,18.41248,NA,0,NA,10,2013-5-25 6:00
LGA,2013,5,25,7,46.94,42.8,87.19,320,16.11092,NA,0.01,NA,8,2013-5-25 7:00
LGA,2013,5,25,8,48.02,42.08,79.79,330,16.11092,21.86482,0.01,1012.7,8,2013-5-25 8:00
LGA,2013,5,25,9,50,42.98,76.71,320,16.11092,21.86482,0,NA,8,2013-5-25 9:00
LGA,2013,5,25,10,51.98,42.08,68.86,300,24.16638,32.22184,0,1012,10,2013-5-25 10:00
LGA,2013,5,25,11,51.98,42.98,71.28,300,23.0156,29.92028,0,1012.4,10,2013-5-25 11:00
LGA,2013,5,25,12,51.08,42.08,71.19,300,20.71404,34.5234,0,1012.6,10,2013-5-25 12:00
LGA,2013,5,25,13,53.06,42.08,66.17,310,25.31716,34.5234,0.01,1012.4,10,2013-5-25 13:00
LGA,2013,5,25,14,53.96,42.08,64.03,310,23.0156,34.5234,0,1012.7,10,2013-5-25 14:00
LGA,2013,5,25,15,55.04,39.92,56.62,320,25.31716,40.2773,0,1013,10,2013-5-25 15:00
LGA,2013,5,25,16,53.96,39.92,58.89,330,29.92028,44.88042,0,1013.1,10,2013-5-25 16:00
LGA,2013,5,25,17,53.06,42.08,66.17,320,18.41248,32.22184,0,1013.9,10,2013-5-25 17:00
LGA,2013,5,25,18,53.06,39.02,58.77,310,26.46794,34.5234,0,1014.4,10,2013-5-25 18:00
LGA,2013,5,25,19,53.06,37.04,54.38,310,20.71404,31.07106,0,1015,10,2013-5-25 19:00
LGA,2013,5,25,20,53.06,37.04,54.38,310,23.0156,32.22184,0,1015.2,10,2013-5-25 20:00
LGA,2013,5,25,21,53.06,37.04,54.38,310,23.0156,41.42808,0,1015.5,10,2013-5-25 21:00
LGA,2013,5,25,22,51.08,37.04,58.49,310,24.16638,33.37262,0,1015.3,10,2013-5-25 22:00
LGA,2013,5,25,23,51.08,37.04,58.49,300,21.86482,31.07106,0,1014.7,10,2013-5-25 23:00
LGA,2013,5,26,0,50,37.04,60.89,320,21.86482,33.37262,0,1014.8,10,2013-5-26 0:00
LGA,2013,5,26,1,50,35.96,58.34,300,18.41248,27.61872,0,1014.5,10,2013-5-26 1:00
LGA,2013,5,26,2,50,37.04,60.89,290,19.56326,32.22184,0,1014,10,2013-5-26 2:00
LGA,2013,5,26,3,50,37.04,60.89,300,19.56326,31.07106,0,1014.1,10,2013-5-26 3:00
LGA,2013,5,26,4,50,35.96,58.34,290,19.56326,24.16638,0,1015,10,2013-5-26 4:00
LGA,2013,5,26,5,50,35.96,58.34,270,20.71404,27.61872,0,1015.4,10,2013-5-26 5:00
LGA,2013,5,26,6,50,35.96,58.34,270,17.2617,28.7695,0,1015.8,10,2013-5-26 6:00
LGA,2013,5,26,7,51.08,37.04,58.49,270,17.2617,25.31716,0,1016.2,10,2013-5-26 7:00
LGA,2013,5,26,8,53.96,35.96,50.42,290,19.56326,25.31716,0,1016.3,10,2013-5-26 8:00
LGA,2013,5,26,9,57.02,35.06,43.53,290,19.56326,31.07106,0,1016.1,10,2013-5-26 9:00
LGA,2013,5,26,10,59,35.96,42.02,310,20.71404,33.37262,0,1016,10,2013-5-26 10:00
LGA,2013,5,26,11,60.98,35.96,39.15,300,21.86482,28.7695,0,1016.8,10,2013-5-26 11:00
LGA,2013,5,26,12,62.96,33.98,33.75,310,17.2617,31.07106,0,1016.5,10,2013-5-26 12:00
LGA,2013,5,26,13,64.04,33.08,31.34,300,23.0156,29.92028,0,1016.2,10,2013-5-26 13:00
LGA,2013,5,26,14,64.94,33.98,31.48,300,17.2617,27.61872,0,1016.1,10,2013-5-26 14:00
LGA,2013,5,26,15,66.02,33.98,30.32,310,17.2617,26.46794,0,1016.4,10,2013-5-26 15:00
LGA,2013,5,26,16,66.02,33.98,30.32,320,21.86482,29.92028,0,1016.7,10,2013-5-26 16:00
LGA,2013,5,26,17,66.02,35.06,31.66,330,18.41248,26.46794,0,1017.2,10,2013-5-26 17:00
LGA,2013,5,26,18,66.02,33.98,30.32,320,19.56326,24.16638,0,1018.2,10,2013-5-26 18:00
LGA,2013,5,26,19,64.04,32,30.01,350,12.65858,NA,0,1019.1,10,2013-5-26 19:00
LGA,2013,5,26,20,62.06,33.98,34.83,350,10.35702,NA,0,1019.9,10,2013-5-26 20:00
LGA,2013,5,26,21,60.98,35.06,37.78,340,6.90468,NA,0,1021.3,10,2013-5-26 21:00
LGA,2013,5,26,22,60.08,33.08,36.04,340,5.7539,NA,0,1022.2,10,2013-5-26 22:00
LGA,2013,5,26,23,59,32,35.87,250,3.45234,NA,0,1022.6,10,2013-5-26 23:00
LGA,2013,5,27,0,59,33.08,37.46,290,6.90468,NA,0,1022.7,10,2013-5-27 0:00
LGA,2013,5,27,1,57.92,33.98,40.37,300,10.35702,NA,0,1022.6,10,2013-5-27 1:00
LGA,2013,5,27,2,57.92,33.98,40.37,290,9.20624,NA,0,1022.7,10,2013-5-27 2:00
LGA,2013,5,27,3,57.02,32,38.51,250,3.45234,NA,0,1022.7,10,2013-5-27 3:00
LGA,2013,5,27,4,55.94,30.92,38.34,0,0,NA,0,1023,10,2013-5-27 4:00
LGA,2013,5,27,5,55.94,30.92,38.34,270,3.45234,NA,0,1023.3,10,2013-5-27 5:00
LGA,2013,5,27,6,57.02,33.98,41.7,300,6.90468,NA,0,1023.6,10,2013-5-27 6:00
LGA,2013,5,27,7,59,33.08,37.46,280,5.7539,NA,0,1023.8,10,2013-5-27 7:00
LGA,2013,5,27,8,60.98,33.08,34.91,280,6.90468,NA,0,1024,10,2013-5-27 8:00
LGA,2013,5,27,9,62.96,33.08,32.55,290,5.7539,NA,0,1023.8,10,2013-5-27 9:00
LGA,2013,5,27,10,66.02,28.94,24.73,270,11.5078,NA,0,1023.6,10,2013-5-27 10:00
LGA,2013,5,27,11,68,28.94,23.1,260,9.20624,16.11092,0,1022.9,10,2013-5-27 11:00
LGA,2013,5,27,12,69.98,28.94,21.58,240,12.65858,NA,0,1022.2,10,2013-5-27 12:00
LGA,2013,5,27,13,73.04,30.02,20.33,260,11.5078,16.11092,0,1021.4,10,2013-5-27 13:00
LGA,2013,5,27,14,73.94,30.02,19.72,290,9.20624,23.0156,0,1020.9,10,2013-5-27 14:00
LGA,2013,5,27,15,73.94,33.08,22.32,200,10.35702,NA,0,1020.2,10,2013-5-27 15:00
LGA,2013,5,27,16,75.92,35.06,22.61,NA,6.90468,NA,0,1019.7,10,2013-5-27 16:00
LGA,2013,5,27,17,75.92,33.08,20.89,250,11.5078,NA,0,1019.6,10,2013-5-27 17:00
LGA,2013,5,27,18,75.02,33.08,21.53,250,9.20624,NA,0,1019.5,10,2013-5-27 18:00
LGA,2013,5,27,19,73.04,33.98,23.85,270,13.80936,19.56326,0,1019.8,10,2013-5-27 19:00
LGA,2013,5,27,20,71.06,35.96,27.59,240,11.5078,NA,0,1020.3,10,2013-5-27 20:00
LGA,2013,5,27,21,69.98,35.96,28.63,250,9.20624,NA,0,1020.7,10,2013-5-27 21:00
LGA,2013,5,27,22,69.08,35.96,29.52,240,8.05546,NA,0,1021.1,10,2013-5-27 22:00
LGA,2013,5,27,23,68,35.96,30.64,230,6.90468,NA,0,1021.5,10,2013-5-27 23:00
LGA,2013,5,28,0,66.02,39.02,37,230,6.90468,NA,0,1022,10,2013-5-28 0:00
LGA,2013,5,28,1,64.94,39.02,38.42,230,4.60312,NA,0,1022.2,10,2013-5-28 1:00
LGA,2013,5,28,2,64.04,41,42.82,240,3.45234,NA,0,1022.1,10,2013-5-28 2:00
LGA,2013,5,28,3,64.04,39.02,39.65,310,3.45234,NA,0,1022,10,2013-5-28 3:00
LGA,2013,5,28,4,62.06,42.08,47.86,0,0,NA,0,1022,10,2013-5-28 4:00
LGA,2013,5,28,5,57.92,50,74.86,50,4.60312,NA,0,1022.3,10,2013-5-28 5:00
LGA,2013,5,28,6,59,50,72.01,60,5.7539,NA,0,1022.5,10,2013-5-28 6:00
LGA,2013,5,28,7,60.98,48.92,64.46,60,4.60312,NA,0,1022.7,10,2013-5-28 7:00
LGA,2013,5,28,8,62.96,48.02,58.12,60,5.7539,NA,0,1023,10,2013-5-28 8:00
LGA,2013,5,28,9,69.08,46.04,43.61,0,0,NA,0,1022.9,10,2013-5-28 9:00
LGA,2013,5,28,10,71.06,39.92,32.23,210,6.90468,NA,0,1023,10,2013-5-28 10:00
LGA,2013,5,28,11,66.92,46.94,48.6,210,12.65858,NA,0,1023.4,10,2013-5-28 11:00
LGA,2013,5,28,12,62.06,51.98,69.51,170,8.05546,NA,0.01,1023.1,9,2013-5-28 12:00
LGA,2013,5,28,13,60.08,50,69.29,150,6.90468,NA,0.03,1022.6,9,2013-5-28 13:00
LGA,2013,5,28,14,60.08,51.08,72.13,120,8.05546,NA,0.02,1022.3,7,2013-5-28 14:00
LGA,2013,5,28,15,57.92,53.6,87.74,120,9.20624,NA,0.15,NA,3,2013-5-28 15:00
LGA,2013,5,28,16,57.2,53.96,89.48,70,10.35702,NA,0.14,NA,2,2013-5-28 16:00
LGA,2013,5,28,17,57.2,53.96,89.48,80,10.35702,NA,0.02,NA,3,2013-5-28 17:00
LGA,2013,5,28,18,60.08,55.94,86.18,120,6.90468,NA,0.02,1020.9,3,2013-5-28 18:00
LGA,2013,5,28,19,60.98,57.02,86.79,140,5.7539,NA,0.02,1020.6,3,2013-5-28 19:00
LGA,2013,5,28,20,60.08,55.94,86.18,120,8.05546,NA,0,1020.4,3,2013-5-28 20:00
LGA,2013,5,28,21,59,57.2,93.74,150,5.7539,NA,0,NA,2,2013-5-28 21:00
LGA,2013,5,28,22,59,55.94,89.57,110,4.60312,NA,0,1020.5,2,2013-5-28 22:00
LGA,2013,5,28,23,59,55.94,89.57,0,0,NA,0,1020.4,2,2013-5-28 23:00
LGA,2013,5,29,0,59,55.94,89.57,100,3.45234,NA,0,1020.1,2,2013-5-29 0:00
LGA,2013,5,29,1,59,55.94,89.57,30,4.60312,NA,0,1019.8,2,2013-5-29 1:00
LGA,2013,5,29,2,57.92,55.94,93.69,60,4.60312,NA,0,NA,0.5,2013-5-29 2:00
LGA,2013,5,29,3,57.92,57.2,100,60,4.60312,NA,0,NA,0.25,2013-5-29 3:00
LGA,2013,5,29,4,57.92,57.02,96.81,40,3.45234,NA,0,1018.4,0.25,2013-5-29 4:00
LGA,2013,5,29,5,57.92,57.02,96.81,40,3.45234,NA,0,1018.5,0.5,2013-5-29 5:00
LGA,2013,5,29,6,57.92,55.94,93.69,60,3.45234,NA,0,NA,1.25,2013-5-29 6:00
LGA,2013,5,29,7,59,57.02,93.13,80,3.45234,NA,0,NA,2,2013-5-29 7:00
LGA,2013,5,29,8,60.8,57.2,93.74,70,6.90468,NA,0,NA,2,2013-5-29 8:00
LGA,2013,5,29,9,62.06,57.02,83.54,60,6.90468,NA,0,NA,4,2013-5-29 9:00
LGA,2013,5,29,10,66.92,59,77.45,50,4.60312,NA,0,NA,5,2013-5-29 10:00
LGA,2013,5,29,11,73.94,60.98,63.94,0,0,NA,0,1018.5,5,2013-5-29 11:00
LGA,2013,5,29,12,73.94,62.06,66.43,220,9.20624,NA,0,1018.4,8,2013-5-29 12:00
LGA,2013,5,29,13,78.08,62.96,59.74,220,11.5078,NA,0,1017.9,10,2013-5-29 13:00
LGA,2013,5,29,14,80.96,62.96,54.35,230,11.5078,NA,0,1017.4,10,2013-5-29 14:00
LGA,2013,5,29,15,80.06,64.04,58.14,170,10.35702,NA,0,1017.2,10,2013-5-29 15:00
LGA,2013,5,29,16,80.96,64.04,56.45,180,9.20624,NA,0,1016.5,10,2013-5-29 16:00
LGA,2013,5,29,17,80.96,64.04,56.45,180,8.05546,NA,0,1016.3,10,2013-5-29 17:00
LGA,2013,5,29,18,78.98,62.06,56.18,170,9.20624,NA,0,1016,10,2013-5-29 18:00
LGA,2013,5,29,19,78.98,60.98,54.08,180,8.05546,NA,0,1015.8,10,2013-5-29 19:00
LGA,2013,5,29,20,78.08,60.98,55.7,200,6.90468,NA,0,1016,10,2013-5-29 20:00
LGA,2013,5,29,21,78.98,60.98,54.08,190,5.7539,NA,0,1016.3,10,2013-5-29 21:00
LGA,2013,5,29,22,80.06,62.06,54.23,220,9.20624,NA,0,1017.4,10,2013-5-29 22:00
LGA,2013,5,29,23,80.06,62.06,54.23,220,10.35702,NA,0,1017.7,10,2013-5-29 23:00
LGA,2013,5,30,0,78.98,62.96,57.99,220,9.20624,NA,0,1017.9,10,2013-5-30 0:00
LGA,2013,5,30,1,77,62.96,61.91,230,9.20624,NA,0,1018.1,10,2013-5-30 1:00
LGA,2013,5,30,2,77,64.04,64.3,240,9.20624,NA,0,1018,10,2013-5-30 2:00
LGA,2013,5,30,3,75.92,64.04,66.65,220,6.90468,NA,0,1018.1,10,2013-5-30 3:00
LGA,2013,5,30,4,75.02,64.04,68.69,230,8.05546,NA,0,1018.2,10,2013-5-30 4:00
LGA,2013,5,30,5,73.94,64.04,71.22,230,6.90468,NA,0,1018.7,10,2013-5-30 5:00
LGA,2013,5,30,6,75.02,64.94,70.88,240,8.05546,NA,0,1019.2,10,2013-5-30 6:00
LGA,2013,5,30,7,78.08,64.04,62.05,230,9.20624,NA,0,1019.7,10,2013-5-30 7:00
LGA,2013,5,30,8,82.04,62.06,50.84,250,8.05546,16.11092,0,1019.9,10,2013-5-30 8:00
LGA,2013,5,30,9,84.02,60.98,45.9,300,5.7539,NA,0,1019.7,10,2013-5-30 9:00
LGA,2013,5,30,10,86,62.06,44.75,340,3.45234,NA,0,1019.6,10,2013-5-30 10:00
LGA,2013,5,30,11,89.06,60.98,39.08,270,9.20624,NA,0,1019.7,10,2013-5-30 11:00
LGA,2013,5,30,12,89.96,60.98,37.99,NA,5.7539,NA,0,1019.4,10,2013-5-30 12:00
LGA,2013,5,30,13,91.04,59,34.22,230,9.20624,NA,0,1018.7,10,2013-5-30 13:00
LGA,2013,5,30,14,91.94,57.92,32.01,240,10.35702,NA,0,1018.4,10,2013-5-30 14:00
LGA,2013,5,30,15,93.02,57.92,30.95,250,10.35702,NA,0,1017.8,10,2013-5-30 15:00
LGA,2013,5,30,16,89.96,60.98,37.99,180,12.65858,NA,0,1017.8,10,2013-5-30 16:00
LGA,2013,5,30,17,87.98,62.06,42.02,180,12.65858,NA,0,1017.4,10,2013-5-30 17:00
LGA,2013,5,30,18,87.98,60.98,40.44,170,9.20624,NA,0,1017.3,10,2013-5-30 18:00
LGA,2013,5,30,19,86,62.06,44.75,170,6.90468,NA,0,1017.5,10,2013-5-30 19:00
LGA,2013,5,30,20,87.98,59,37.69,240,8.05546,NA,0,1017.7,10,2013-5-30 20:00
LGA,2013,5,30,21,87.08,59,38.78,220,5.7539,NA,0,1018.1,10,2013-5-30 21:00
LGA,2013,5,30,22,86,59,40.14,210,5.7539,NA,0,1018.4,10,2013-5-30 22:00
LGA,2013,5,30,23,84.92,62.06,46.32,250,9.20624,NA,0,1018.6,10,2013-5-30 23:00
LGA,2013,5,31,0,82.94,62.96,50.97,230,9.20624,NA,0,1018.8,10,2013-5-31 0:00
LGA,2013,5,31,1,82.04,62.96,52.47,240,9.20624,NA,0,1018.8,10,2013-5-31 1:00
LGA,2013,5,31,2,80.06,62.96,55.97,230,6.90468,NA,0,1018.7,10,2013-5-31 2:00
LGA,2013,5,31,3,78.98,62.96,57.99,220,5.7539,NA,0,1018.7,10,2013-5-31 3:00
LGA,2013,5,31,4,77,62.96,61.91,0,0,NA,0,1018.7,10,2013-5-31 4:00
LGA,2013,5,31,5,77,64.04,64.3,0,0,NA,0,1019.1,10,2013-5-31 5:00
LGA,2013,5,31,6,78.08,64.04,62.05,220,6.90468,NA,0,1019.6,10,2013-5-31 6:00
LGA,2013,5,31,7,80.96,64.04,56.45,0,0,NA,0,1019.8,10,2013-5-31 7:00
LGA,2013,5,31,8,82.04,64.04,54.5,320,3.45234,NA,0,1019.8,10,2013-5-31 8:00
LGA,2013,5,31,9,86,64.94,49.51,0,0,NA,0,1019.3,10,2013-5-31 9:00
LGA,2013,5,31,10,89.06,64.04,43.53,NA,3.45234,NA,0,1019.1,10,2013-5-31 10:00
LGA,2013,5,31,11,89.96,62.06,39.47,50,4.60312,NA,0,1018.6,10,2013-5-31 11:00
LGA,2013,5,31,12,91.04,62.96,39.38,180,12.65858,18.41248,0,1018.2,10,2013-5-31 12:00
LGA,2013,5,31,13,91.94,60.98,35.7,180,13.80936,20.71404,0,1017.7,10,2013-5-31 13:00
LGA,2013,5,31,14,87.08,64.04,46.35,150,13.80936,NA,0,1017.4,10,2013-5-31 14:00
LGA,2013,5,31,15,87.98,62.96,43.37,170,12.65858,NA,0,1017,10,2013-5-31 15:00
LGA,2013,5,31,16,87.98,60.98,40.44,150,11.5078,18.41248,0,1016.3,10,2013-5-31 16:00
LGA,2013,5,31,17,87.08,60.98,41.61,150,10.35702,NA,0,1015.7,10,2013-5-31 17:00
LGA,2013,5,31,18,84.92,62.06,46.32,170,9.20624,NA,0,1015.5,10,2013-5-31 18:00
LGA,2013,5,31,19,84.92,57.92,39.97,180,9.20624,NA,0,1015.2,10,2013-5-31 19:00
LGA,2013,5,31,20,84.02,59,42.77,180,8.05546,NA,0,1015.3,10,2013-5-31 20:00
LGA,2013,5,31,21,82.94,60.98,47.52,200,8.05546,NA,0,1016.1,10,2013-5-31 21:00
LGA,2013,5,31,22,84.02,60.08,44.45,230,8.05546,NA,0,1016.5,10,2013-5-31 22:00
LGA,2013,5,31,23,82.94,60.08,46.03,220,9.20624,NA,0,1016.3,10,2013-5-31 23:00
LGA,2013,6,1,0,80.96,62.06,52.66,220,9.20624,NA,0,1016.2,10,2013-6-1 0:00
LGA,2013,6,1,1,78.98,64.04,60.23,220,10.35702,NA,0,1015.9,10,2013-6-1 1:00
LGA,2013,6,1,2,78.08,64.04,62.05,230,10.35702,NA,0,1015.7,10,2013-6-1 2:00
LGA,2013,6,1,3,77,64.94,66.36,220,8.05546,NA,0,1015.6,10,2013-6-1 3:00
LGA,2013,6,1,4,75.92,64.94,68.78,220,8.05546,NA,0,1015.9,10,2013-6-1 4:00
LGA,2013,6,1,5,75.92,64.04,66.65,220,10.35702,NA,0,1015.8,10,2013-6-1 5:00
LGA,2013,6,1,6,75.92,64.04,66.65,220,9.20624,NA,0,1016.2,10,2013-6-1 6:00
LGA,2013,6,1,7,78.08,64.04,62.05,220,11.5078,NA,0,1016.2,10,2013-6-1 7:00
LGA,2013,6,1,8,78.98,64.04,60.23,230,11.5078,NA,0,1016.4,10,2013-6-1 8:00
LGA,2013,6,1,9,80.96,64.04,56.45,230,9.20624,NA,0,1015.6,10,2013-6-1 9:00
LGA,2013,6,1,10,84.02,64.04,51.12,220,10.35702,NA,0,1015.5,10,2013-6-1 10:00
LGA,2013,6,1,11,86,64.04,47.97,240,11.5078,NA,0,1015.3,10,2013-6-1 11:00
LGA,2013,6,1,12,87.98,64.94,46.48,170,13.80936,18.41248,0,1014.8,10,2013-6-1 12:00
LGA,2013,6,1,13,87.98,64.94,46.48,160,13.80936,NA,0,1014.2,10,2013-6-1 13:00
LGA,2013,6,1,14,87.98,64.04,45.04,150,11.5078,NA,0,1013.6,10,2013-6-1 14:00
LGA,2013,6,1,15,89.06,62.96,41.91,170,13.80936,NA,0,1013.1,10,2013-6-1 15:00
LGA,2013,6,1,16,87.98,62.96,43.37,160,12.65858,NA,0,1012.9,10,2013-6-1 16:00
LGA,2013,6,1,17,87.98,62.96,43.37,170,13.80936,NA,0,1012.4,10,2013-6-1 17:00
LGA,2013,6,1,18,82.94,64.04,52.93,180,11.5078,NA,0,1012.2,10,2013-6-1 18:00
LGA,2013,6,1,19,82.04,64.04,54.5,190,10.35702,NA,0,1012.6,10,2013-6-1 19:00
LGA,2013,6,1,20,80.06,64.04,58.14,180,10.35702,NA,0,1012.8,10,2013-6-1 20:00
LGA,2013,6,1,21,78.08,64.04,62.05,190,10.35702,NA,0,1012.9,10,2013-6-1 21:00
LGA,2013,6,1,22,75.02,64.04,68.69,180,10.35702,NA,0,1013.1,10,2013-6-1 22:00
LGA,2013,6,1,23,75.02,64.04,68.69,190,12.65858,NA,0,1013,10,2013-6-1 23:00
LGA,2013,6,2,0,75.92,64.94,68.78,170,9.20624,NA,0,1012.5,10,2013-6-2 0:00
LGA,2013,6,2,1,73.94,64.04,71.22,170,8.05546,NA,0,1012.2,10,2013-6-2 1:00
LGA,2013,6,2,2,75.02,64.04,68.69,190,9.20624,NA,0,1011.5,10,2013-6-2 2:00
LGA,2013,6,2,3,73.04,62.96,70.68,190,11.5078,NA,0,1011.5,10,2013-6-2 3:00
LGA,2013,6,2,4,71.96,62.96,73.3,180,9.20624,NA,0,1011.5,10,2013-6-2 4:00
LGA,2013,6,2,5,69.98,62.06,75.96,170,8.05546,NA,0,1011.3,10,2013-6-2 5:00
LGA,2013,6,2,6,73.94,64.04,71.22,180,9.20624,NA,0,1011.2,10,2013-6-2 6:00
LGA,2013,6,2,7,75.92,64.04,66.65,190,10.35702,NA,0,1011.3,10,2013-6-2 7:00
LGA,2013,6,2,8,80.06,64.04,58.14,200,13.80936,NA,0,1010.8,10,2013-6-2 8:00
LGA,2013,6,2,9,82.04,64.04,54.5,200,14.96014,20.71404,0,1010.2,10,2013-6-2 9:00
LGA,2013,6,2,10,84.92,64.94,51.25,200,14.96014,18.41248,0,1010.1,10,2013-6-2 10:00
LGA,2013,6,2,11,86,64.04,47.97,180,13.80936,23.0156,0,1010.1,10,2013-6-2 11:00
LGA,2013,6,2,12,87.08,64.04,46.35,210,8.05546,19.56326,0,1009.8,10,2013-6-2 12:00
LGA,2013,6,2,13,87.08,64.04,46.35,170,13.80936,19.56326,0,1009.4,10,2013-6-2 13:00
LGA,2013,6,2,14,86,64.04,47.97,170,16.11092,NA,0,1008.8,10,2013-6-2 14:00
LGA,2013,6,2,15,84.02,62.96,49.22,160,12.65858,NA,0,1008.5,10,2013-6-2 15:00
LGA,2013,6,2,16,84.02,62.96,49.22,170,12.65858,NA,0,1008.1,10,2013-6-2 16:00
LGA,2013,6,2,17,82.04,62.96,52.47,180,11.5078,NA,0,1008.1,10,2013-6-2 17:00
LGA,2013,6,2,18,86,60.08,41.71,230,18.41248,24.16638,0,1008.3,10,2013-6-2 18:00
LGA,2013,6,2,19,84.02,64.04,51.12,200,10.35702,18.41248,0,1008.7,10,2013-6-2 19:00
LGA,2013,6,2,20,78.98,64.94,62.16,160,9.20624,NA,0,1009.3,10,2013-6-2 20:00
LGA,2013,6,2,21,78.08,62.96,59.74,200,9.20624,NA,0,1009.5,10,2013-6-2 21:00
LGA,2013,6,2,22,78.8,66.02,66.48,190,12.65858,NA,0,NA,8,2013-6-2 22:00
LGA,2013,6,2,23,73.04,66.02,78.65,240,14.96014,26.46794,0.04,1010,5,2013-6-2 23:00
LGA,2013,6,3,0,73.4,66.2,78.65,210,10.35702,NA,0.07,NA,10,2013-6-3 0:00
LGA,2013,6,3,1,73.94,66.02,76.31,220,10.35702,NA,0,1009.8,10,2013-6-3 1:00
LGA,2013,6,3,2,71.96,66.02,81.57,220,12.65858,20.71404,0,1010,10,2013-6-3 2:00
LGA,2013,6,3,3,71.96,66.92,84.16,230,9.20624,NA,0.02,1009.6,10,2013-6-3 3:00
LGA,2013,6,3,4,71.96,66.92,84.16,240,5.7539,NA,0.01,1009,10,2013-6-3 4:00
LGA,2013,6,3,5,71.96,66.92,84.16,200,8.05546,NA,0,1009.6,10,2013-6-3 5:00
LGA,2013,6,3,6,71.6,66.2,87.26,200,10.35702,NA,0,NA,10,2013-6-3 6:00
LGA,2013,6,3,7,71.06,66.02,84.1,210,10.35702,NA,0,1010,9,2013-6-3 7:00
LGA,2013,6,3,8,71.06,66.92,88.34,210,11.5078,NA,0.06,NA,8,2013-6-3 8:00
LGA,2013,6,3,9,71.6,66.92,90.02,240,11.5078,NA,0.21,NA,4,2013-6-3 9:00
LGA,2013,6,3,10,71.6,66.2,88.34,360,6.90468,NA,0.02,NA,10,2013-6-3 10:00
LGA,2013,6,3,11,73.4,66.2,78.65,50,8.05546,NA,0,NA,10,2013-6-3 11:00
LGA,2013,6,3,12,73.94,64.94,73.49,60,9.20624,NA,0,NA,10,2013-6-3 12:00
LGA,2013,6,3,13,75.92,62.96,64.17,70,9.20624,NA,0,1009.9,10,2013-6-3 13:00
LGA,2013,6,3,14,77,62.06,59.98,NA,5.7539,NA,0,1009.7,10,2013-6-3 14:00
LGA,2013,6,3,15,77,64.04,64.3,NA,6.90468,NA,0,1009.5,10,2013-6-3 15:00
LGA,2013,6,3,16,77,64.94,66.36,NA,5.7539,NA,0,1009.1,10,2013-6-3 16:00
LGA,2013,6,3,17,73.4,66.2,87.26,NA,9.20624,NA,0.45,NA,2,2013-6-3 17:00
LGA,2013,6,3,18,71.96,66.2,83.09,180,6.90468,NA,0.19,NA,10,2013-6-3 18:00
LGA,2013,6,3,19,71.96,64.94,78.57,230,3.45234,NA,0,1009.7,10,2013-6-3 19:00
LGA,2013,6,3,20,71.96,62.96,73.3,0,0,NA,0,1009.9,10,2013-6-3 20:00
LGA,2013,6,3,21,73.04,57.02,57.2,340,9.20624,NA,0,1010.5,10,2013-6-3 21:00
LGA,2013,6,3,22,71.06,53.06,52.95,340,8.05546,NA,0,1011,10,2013-6-3 22:00
LGA,2013,6,3,23,69.98,46.94,43.75,330,11.5078,NA,0,1011.6,10,2013-6-3 23:00
LGA,2013,6,4,0,68,46.04,45.26,350,10.35702,NA,0,1012.5,10,2013-6-4 0:00
LGA,2013,6,4,1,66.02,42.08,41.67,350,11.5078,NA,0,1012.8,10,2013-6-4 1:00
