"year","marital","age","race","rincome","partyid","relig","denom","tvhours"
2012,"Married",71,"White","$6000 to 6999","Strong republican","Protestant","Other",NA
2012,"Separated",39,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2012,"Never married",30,"Black","$7000 to 7999","Independent","None","Not applicable",NA
2012,"Married",42,"White","$25000 or more","Strong republican","Catholic","Not applicable",1
2012,"Married",48,"White","$6000 to 6999","Not str republican","Catholic","Not applicable",NA
2012,"Married",32,"White","$25000 or more","Strong democrat","Catholic","Not applicable",NA
2012,"Married",42,"Black","Not applicable","Strong democrat","Protestant","United methodist",1
2012,"Married",37,"White","Not applicable","Ind,near dem","Christian","Not applicable",4
2012,"Divorced",29,"White","$10000 - 14999","Strong democrat","Christian","Not applicable",4
2012,"Widowed",74,"Black","Not applicable","No answer","Protestant","Nat bapt conv usa",2
2012,"Widowed",47,"White","$25000 or more","Not str republican","Protestant","Southern baptist",3
2012,"Married",41,"White","$25000 or more","Not str republican","Protestant","Other",3
2012,"Married",71,"White","Not applicable","Ind,near rep","Protestant","Other",2
2012,"Divorced",31,"White","$20000 - 24999","Ind,near dem","None","Not applicable",1
2012,"Divorced",33,"White","$25000 or more","Not str republican","None","Not applicable",NA
2012,"Never married",32,"White","$15000 - 19999","Ind,near dem","Other","Not applicable",3
2012,"Married",48,"White","$25000 or more","Ind,near dem","Protestant","Lutheran-mo synod",4
2012,"Never married",50,"White","$25000 or more","Not str democrat","None","Not applicable",NA
2012,"Divorced",40,"White","$6000 to 6999","Ind,near rep","Protestant","Southern baptist",3
2012,"Never married",27,"White","Don't know","Independent","None","Not applicable",2
2012,"Divorced",35,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2012,"Married",40,"Black","$3000 to 3999","Ind,near dem","None","Not applicable",8
2012,"Never married",33,"Black","$10000 - 14999","Strong democrat","Protestant","Episcopal",2
2012,"Divorced",49,"Other","$25000 or more","Strong republican","Protestant","Baptist-dk which",NA
2012,"Never married",30,"Black","$25000 or more","Not str democrat","None","Not applicable",5
2012,"Never married",22,"White","$6000 to 6999","Ind,near dem","None","Not applicable",NA
2012,"Never married",21,"White","Lt $1000","Not str republican","Catholic","Not applicable",2
2012,"Never married",21,"White","Not applicable","Not str republican","Catholic","Not applicable",3
2012,"Never married",23,"White","Not applicable","Not str democrat","Catholic","Not applicable",0
2012,"Married",67,"White","Not applicable","Strong republican","Protestant","United methodist",2
2012,"Divorced",34,"White","Not applicable","Not str democrat","Protestant","United methodist",3
2012,"Never married",18,"White","Lt $1000","Independent","Protestant","Baptist-dk which",1
2012,"Widowed",76,"White","Not applicable","Independent","Protestant","Other",5
2012,"Married",28,"White","$25000 or more","Independent","None","Not applicable",3
2012,"Widowed",84,"White","Not applicable","Strong democrat","Protestant","Episcopal",2
2012,"Never married",31,"White","$25000 or more","Not str democrat","None","Not applicable",5
2012,"Never married",25,"Black","$15000 - 19999","Strong democrat","Christian","Not applicable",NA
2012,"Never married",38,"White","$15000 - 19999","Independent","Other","Not applicable",NA
2012,"Never married",37,"White","$10000 - 14999","Independent","None","Not applicable",6
2012,"Divorced",66,"White","Not applicable","Other party","Catholic","Not applicable",NA
2012,"Married",72,"White","$5000 to 5999","Not str republican","Protestant","Other",2
2012,"Married",24,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
2012,"Married",49,"White","$20000 - 24999","Ind,near rep","Catholic","Not applicable",2
2012,"Married",42,"Other","$25000 or more","Ind,near dem","Catholic","Not applicable",2
2012,"Divorced",48,"White","$25000 or more","Strong republican","Protestant","Southern baptist",NA
2012,"Married",39,"Other","$25000 or more","Not str democrat","Protestant","Episcopal",2
2012,"Never married",59,"Black","Don't know","Ind,near dem","Protestant","Baptist-dk which",12
2012,"Divorced",63,"White","Not applicable","Ind,near rep","Catholic","Not applicable",2
2012,"Never married",61,"White","$25000 or more","Independent","None","Not applicable",4
2012,"Married",48,"White","Not applicable","Independent","None","Not applicable",2
2012,"Divorced",39,"White","$15000 - 19999","Independent","None","Not applicable",2
2012,"Never married",32,"White","$25000 or more","Independent","None","Not applicable",NA
2012,"Married",32,"White","$15000 - 19999","Not str republican","Christian","Not applicable",NA
2012,"Married",27,"Black","$25000 or more","Not str democrat","Protestant","Baptist-dk which",2
2012,"Never married",53,"White","$20000 - 24999","Ind,near dem","Catholic","Not applicable",2
2012,"Widowed",88,"White","Not applicable","Not str republican","Catholic","Not applicable",3
2012,"Widowed",86,"White","$25000 or more","Strong democrat","Catholic","Not applicable",NA
2012,"Married",44,"Black","$25000 or more","Ind,near rep","Catholic","Not applicable",3
2012,"Married",37,"White","$25000 or more","Not str republican","Protestant","Other",NA
2012,"Divorced",70,"White","Not applicable","Not str republican","Protestant","Lutheran-mo synod",4
2012,"Married",31,"White","Not applicable","Ind,near dem","Protestant","Other",3
2012,"Divorced",57,"White","Refused","Independent","None","Not applicable",NA
2012,"Married",63,"White","$25000 or more","Not str democrat","Protestant","Other",3
2012,"Separated",47,"White","$25000 or more","Strong democrat","None","Not applicable",NA
2012,"Divorced",41,"Other","$25000 or more","Strong republican","Christian","Not applicable",1
2012,"Married",41,"White","Not applicable","Not str democrat","Catholic","Not applicable",1
2012,"Married",42,"White","Refused","No answer","Protestant","Evangelical luth",NA
2012,"Married",31,"White","$20000 - 24999","Ind,near rep","None","Not applicable",2
2012,"Married",65,"White","Not applicable","Strong republican","Protestant","Wi evan luth synod",NA
2012,"Widowed",79,"White","Not applicable","Strong democrat","Catholic","Not applicable",4
2012,"Never married",65,"White","Not applicable","Strong democrat","Catholic","Not applicable",4
2012,"Never married",38,"White","$25000 or more","Other party","None","Not applicable",1
2012,"Married",65,"White","Not applicable","Strong republican","Protestant","Lutheran-dk which",NA
2012,"Never married",19,"White","$3000 to 3999","Strong republican","Protestant","Other",0
2012,"Married",58,"White","$25000 or more","Other party","Catholic","Not applicable",NA
2012,"Married",31,"White","$25000 or more","Strong republican","Catholic","Not applicable",1
2012,"Widowed",36,"White","$7000 to 7999","Independent","Catholic","Not applicable",2
2012,"Married",29,"White","Not applicable","Strong democrat","Protestant","Other",NA
2012,"Married",37,"White","Not applicable","Independent","Catholic","Not applicable",1
2012,"Married",42,"White","$25000 or more","Strong democrat","None","Not applicable",NA
2012,"Never married",26,"White","$15000 - 19999","Ind,near dem","None","Not applicable",NA
2012,"Married",24,"Other","$20000 - 24999","Not str democrat","Protestant","Other",3
2012,"Married",75,"White","Not applicable","Not str republican","Protestant","Other",4
2012,"Married",40,"White","Not applicable","Ind,near dem","Protestant","Other",0
2012,"Never married",30,"White","$10000 - 14999","Independent","Native american","Not applicable",2
2012,"Married",65,"White","$25000 or more","Not str republican","Protestant","Other",1
2012,"Married",56,"White","Not applicable","Strong republican","Protestant","Other",1
2012,"Married",40,"White","$25000 or more","Ind,near dem","None","Not applicable",4
2012,"Married",38,"White","Lt $1000","Strong republican","Protestant","Other",NA
2012,"Widowed",69,"White","$10000 - 14999","Strong republican","Protestant","Other",1
2012,"Married",64,"White","Not applicable","Not str republican","Protestant","Other",NA
2012,"Married",29,"White","Not applicable","Independent","Christian","Not applicable",3
2012,"Divorced",49,"White","Refused","Not str democrat","Protestant","United methodist",NA
2012,"Married",32,"White","$25000 or more","Strong republican","Protestant","Southern baptist",2
2012,"Married",55,"White","$25000 or more","Strong republican","Protestant","Southern baptist",NA
2012,"Married",55,"White","$25000 or more","Independent","Protestant","No denomination",5
2012,"Married",83,"White","Not applicable","Not str democrat","Protestant","Southern baptist",NA
2012,"Never married",35,"White","$25000 or more","Not str republican","Protestant","Southern baptist",1
2012,"Never married",42,"White","$15000 - 19999","Ind,near rep","None","Not applicable",3
2012,"Married",39,"White","Not applicable","Not str republican","None","Not applicable",NA
2012,"Married",23,"White","$1000 to 2999","Ind,near rep","Protestant","No denomination",1
2012,"Married",49,"Other","Not applicable","Strong democrat","Protestant","Other",6
2012,"Divorced",58,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",NA
2012,"Never married",50,"White","$25000 or more","Strong republican","Protestant","No denomination",3
2012,"Never married",45,"White","Not applicable","Not str democrat","None","Not applicable",0
2012,"Widowed",77,"White","Not applicable","Strong democrat","Protestant","Other",NA
2012,"Married",34,"White","$20000 - 24999","Not str republican","Protestant","Other",NA
2012,"Married",32,"White","$10000 - 14999","Strong republican","Protestant","No denomination",4
2012,"Married",61,"White","$25000 or more","Not str republican","Protestant","Southern baptist",NA
2012,"Married",69,"White","Not applicable","Not str democrat","Jewish","Not applicable",1
2012,"Separated",56,"White","$25000 or more","Independent","Catholic","Not applicable",NA
2012,"Married",43,"White","Lt $1000","Independent","None","Not applicable",3
2012,"Never married",20,"Black","Not applicable","Other party","Protestant","No denomination",5
2012,"Never married",30,"Other","Refused","Ind,near dem","None","Not applicable",NA
2012,"Never married",57,"White","$25000 or more","Ind,near dem","None","Not applicable",4
2012,"Never married",24,"Other","$8000 to 9999","Not str republican","Catholic","Not applicable",NA
2012,"Divorced",57,"White","$20000 - 24999","Not str democrat","Catholic","Not applicable",1
2012,"Never married",22,"White","Not applicable","Not str democrat","None","Not applicable",2
2012,"Never married",23,"White","$7000 to 7999","Independent","None","Not applicable",2
2012,"Never married",50,"White","$6000 to 6999","Ind,near dem","Protestant","Methodist-dk which",9
2012,"Widowed",71,"White","Lt $1000","Ind,near dem","Catholic","Not applicable",NA
2012,"Never married",25,"White","Not applicable","Independent","Protestant","Other baptists",1
2012,"Married",43,"White","$7000 to 7999","Independent","Catholic","Not applicable",NA
2012,"Widowed",84,"White","Not applicable","Ind,near dem","Catholic","Not applicable",7
2012,"Married",55,"White","Not applicable","Not str democrat","Catholic","Not applicable",4
2012,"Never married",29,"White","$25000 or more","Independent","Protestant","Episcopal",NA
2012,"Never married",21,"White","$10000 - 14999","Ind,near dem","Catholic","Not applicable",3
2012,"Divorced",34,"White","Refused","Independent","Protestant","No denomination",2
2012,"Never married",34,"White","$25000 or more","Strong democrat","None","Not applicable",0
2012,"Divorced",83,"White","Not applicable","Not str democrat","Catholic","Not applicable",6
2012,"Widowed",77,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
2012,"Never married",28,"White","$7000 to 7999","Ind,near dem","None","Not applicable",2
2012,"Widowed",78,"White","Not applicable","Strong democrat","Protestant","No denomination",7
2012,"Never married",61,"White","$4000 to 4999","Strong democrat","None","Not applicable",4
2012,"Separated",62,"White","$25000 or more","Ind,near dem","Protestant","Other",NA
2012,"Married",40,"Other","$20000 - 24999","Independent","None","Not applicable",NA
2012,"Married",27,"White","$25000 or more","Strong democrat","None","Not applicable",2
2012,"Divorced",59,"White","Refused","Strong democrat","Catholic","Not applicable",1
2012,"Never married",22,"White","Not applicable","Ind,near rep","Catholic","Not applicable",2
2012,"Never married",60,"White","Not applicable","Independent","Protestant","No denomination",6
2012,"Never married",61,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
2012,"Married",31,"Black","$25000 or more","Not str democrat","Protestant","Baptist-dk which",4
2012,"Divorced",38,"White","$25000 or more","Other party","Other","Not applicable",NA
2012,"Married",26,"White","$25000 or more","Not str republican","Catholic","Not applicable",0
2012,"Separated",25,"White","$10000 - 14999","Other party","None","Not applicable",0
2012,"Divorced",78,"White","Not applicable","Not str republican","Protestant","United methodist",NA
2012,"Married",39,"White","$25000 or more","Independent","Protestant","Other",NA
2012,"Separated",40,"White","$25000 or more","Not str democrat","None","Not applicable",1
2012,"Divorced",52,"White","$25000 or more","Strong republican","Catholic","Not applicable",1
2012,"Never married",70,"White","Not applicable","Not str democrat","None","Not applicable",NA
2012,"Separated",36,"White","Not applicable","Not str democrat","None","Not applicable",0
2012,"Married",41,"White","Refused","Strong democrat","Jewish","Not applicable",NA
2012,"Married",58,"White","Not applicable","Ind,near dem","Protestant","Presbyterian, merged",2
2012,"Never married",29,"White","$15000 - 19999","Independent","Catholic","Not applicable",4
2012,"Separated",34,"White","$20000 - 24999","Other party","None","Not applicable",3
2012,"Married",84,"White","Not applicable","Strong republican","None","Not applicable",NA
2012,"Never married",54,"White","$3000 to 3999","Independent","None","Not applicable",8
2012,"Never married",33,"White","$3000 to 3999","Independent","None","Not applicable",0
2012,"Married",26,"Other","$15000 - 19999","Not str democrat","None","Not applicable",2
2012,"Never married",47,"Other","Not applicable","Strong democrat","Protestant","Southern baptist",NA
2012,"Never married",59,"Black","Not applicable","Independent","Protestant","Baptist-dk which",12
2012,"Married",46,"White","$25000 or more","Not str republican","Protestant","No denomination",NA
2012,"Widowed",88,"White","Not applicable","Not str democrat","Catholic","Not applicable",5
2012,"Widowed",46,"White","Not applicable","Not str democrat","Protestant","Methodist-dk which",2
2012,"Never married",23,"White","Not applicable","Not str democrat","Catholic","Not applicable",2
2012,"Never married",24,"White","$6000 to 6999","Independent","None","Not applicable",2
2012,"Divorced",63,"White","Not applicable","Ind,near rep","Protestant","Other",NA
2012,"Divorced",67,"White","$1000 to 2999","Other party","None","Not applicable",1
2012,"Married",28,"White","$25000 or more","Not str democrat","None","Not applicable",NA
2012,"Married",30,"White","Not applicable","Independent","None","Not applicable",3
2012,"Never married",19,"White","$1000 to 2999","Independent","None","Not applicable",2
2012,"Divorced",42,"White","$25000 or more","Independent","Catholic","Not applicable",0
2012,"Married",57,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",1
2012,"Never married",64,"White","Not applicable","Ind,near dem","None","Not applicable",4
2012,"Married",63,"White","$4000 to 4999","Ind,near rep","Christian","Not applicable",2
2012,"Never married",22,"White","$3000 to 3999","Not str democrat","Christian","Not applicable",1
2012,"Never married",28,"White","$10000 - 14999","Independent","Catholic","Not applicable",2
2012,"Married",28,"Other","$25000 or more","Ind,near dem","Protestant","Other",1
2012,"Divorced",51,"Black","$25000 or more","Strong democrat","Protestant","Southern baptist",NA
2012,"Never married",37,"Black","$25000 or more","Strong democrat","Protestant","Other",1
2012,"Never married",37,"Other","$25000 or more","Strong democrat","Catholic","Not applicable",5
2012,"Never married",28,"Black","$15000 - 19999","Independent","Christian","Not applicable",3
2012,"Married",60,"White","Not applicable","Not str republican","Christian","Not applicable",NA
2012,"Never married",31,"White","Not applicable","Ind,near dem","Protestant","Lutheran-dk which",0
2012,"Never married",57,"Black","Not applicable","Not str democrat","Protestant","Other",NA
2012,"Married",NA,"White","Not applicable","Independent","Other","Not applicable",2
2012,"Never married",30,"White","$25000 or more","Strong democrat","Protestant","Other",NA
2012,"Married",51,"White","Refused","Not str republican","Protestant","United methodist",2
2012,"Married",31,"White","$25000 or more","Not str republican","Catholic","Not applicable",NA
2012,"Married",56,"White","Not applicable","Independent","None","Not applicable",5
2012,"Married",49,"White","$25000 or more","Strong republican","Protestant","Other baptists",NA
2012,"Never married",19,"White","Not applicable","Not str republican","None","Not applicable",1
2012,"Married",48,"White","$25000 or more","Ind,near rep","Protestant","Am lutheran",NA
2012,"Married",33,"White","$10000 - 14999","Independent","None","Not applicable",4
2012,"Married",46,"White","$25000 or more","Ind,near rep","Protestant","United methodist",NA
2012,"Married",31,"White","$25000 or more","Ind,near dem","Buddhism","Not applicable",5
2012,"Never married",35,"White","Not applicable","Independent","None","Not applicable",NA
2012,"Married",42,"White","$10000 - 14999","Independent","None","Not applicable",2
2012,"Married",30,"White","Refused","Ind,near dem","Catholic","Not applicable",NA
2012,"Married",38,"Black","Not applicable","Independent","Protestant","Am bapt ch in usa",5
2012,"Separated",52,"White","$25000 or more","Independent","Protestant","Lutheran-dk which",NA
2012,"Married",49,"Black","Not applicable","Independent","Protestant","Other",3
2012,"Married",62,"White","Don't know","Not str republican","Protestant","Methodist-dk which",6
2012,"Married",54,"White","$7000 to 7999","Not str republican","Christian","Not applicable",NA
2012,"Married",38,"Other","Don't know","Independent","Christian","Not applicable",2
2012,"Separated",30,"Black","$15000 - 19999","Strong democrat","Protestant","Other",12
2012,"Married",53,"White","$20000 - 24999","Not str democrat","None","Not applicable",5
2012,"Married",40,"White","$25000 or more","No answer","Catholic","Not applicable",0
2012,"Divorced",67,"White","Not applicable","Strong democrat","None","Not applicable",1
2012,"Divorced",78,"White","Not applicable","Strong republican","Catholic","Not applicable",5
2012,"Married",66,"White","Not applicable","Not str democrat","Protestant","United methodist",2
2012,"Never married",57,"White","$10000 - 14999","Independent","None","Not applicable",NA
2012,"Separated",42,"White","$25000 or more","Ind,near dem","Protestant","Baptist-dk which",2
2012,"Never married",32,"White","$25000 or more","Independent","Protestant","Other",NA
2012,"Never married",20,"White","$7000 to 7999","Strong democrat","Protestant","Am baptist asso",1
2012,"Widowed",61,"White","$25000 or more","Not str democrat","Protestant","United methodist",2
2012,"Separated",55,"White","Not applicable","Ind,near dem","Protestant","Baptist-dk which",NA
2012,"Never married",23,"White","Not applicable","Independent","Catholic","Not applicable",3
2012,"Divorced",33,"White","$10000 - 14999","Not str democrat","Protestant","No denomination",2
2012,"Married",62,"White","Not applicable","Ind,near rep","Protestant","Presbyterian c in us",10
2012,"Married",59,"White","Not applicable","Ind,near dem","Catholic","Not applicable",6
2012,"Married",62,"White","Not applicable","Not str republican","Protestant","United methodist",8
2012,"Married",65,"White","$10000 - 14999","Strong republican","Protestant","Southern baptist",1
2012,"Married",30,"White","$25000 or more","Strong republican","Protestant","Southern baptist",NA
2012,"Married",32,"White","$20000 - 24999","Strong republican","Protestant","Other baptists",2
2012,"Married",40,"White","Not applicable","Not str democrat","Christian","Not applicable",3
2012,"Never married",25,"Other","$8000 to 9999","Not str republican","Protestant","Am baptist asso",0
2012,"Divorced",53,"White","$25000 or more","Strong democrat","None","Not applicable",1
2012,"Widowed",72,"White","Not applicable","Strong democrat","None","Not applicable",0
2012,"Married",26,"White","$25000 or more","Strong republican","Christian","Not applicable",NA
2012,"Never married",33,"White","$25000 or more","Not str democrat","None","Not applicable",2
2012,"Married",65,"White","Don't know","Independent","Protestant","Other",2
2012,"Married",40,"White","Not applicable","Strong republican","Protestant","Other",NA
2012,"Married",32,"Other","$25000 or more","Not str republican","Protestant","Other baptists",1
2012,"Divorced",52,"White","Not applicable","Strong democrat","Protestant","No denomination",14
2012,"Married",50,"White","$25000 or more","Not str republican","Protestant","Other",NA
2012,"Married",70,"White","Not applicable","Strong republican","Protestant","Other",1
2012,"Married",73,"White","Refused","Strong republican","Protestant","Other",4
2012,"Divorced",53,"White","$25000 or more","Ind,near rep","Protestant","No denomination",NA
2012,"Widowed",72,"White","Not applicable","Strong republican","Protestant","Other",3
2012,"Married",66,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
2012,"Widowed",89,"White","Not applicable","No answer","Protestant","Episcopal",3
2012,"Married",63,"Black","Not applicable","Strong democrat","Protestant","Other",NA
2012,"Married",26,"White","Refused","Not str republican","Protestant","United methodist",2
2012,"Separated",43,"Other","$7000 to 7999","No answer","Catholic","Not applicable",NA
2012,"Married",56,"Black","$25000 or more","Not str democrat","Protestant","Baptist-dk which",2
2012,"Married",69,"Black","Not applicable","Strong democrat","Protestant","Other",NA
2012,"Married",27,"White","$25000 or more","Not str republican","Protestant","Southern baptist",NA
2012,"Married",43,"White","Not applicable","Not str democrat","Protestant","Other",NA
2012,"Widowed",82,"White","Not applicable","Strong republican","Protestant","Other",10
2012,"Married",53,"Black","$25000 or more","Strong democrat","Protestant","Other",NA
2012,"Married",39,"Black","$25000 or more","Independent","Protestant","Other",1
2012,"Married",51,"White","$25000 or more","Not str republican","Catholic","Not applicable",7
2012,"Married",63,"White","Not applicable","Not str democrat","Protestant","Other",10
2012,"Married",43,"White","$25000 or more","Not str republican","Protestant","Other",2
2012,"Never married",38,"Black","$25000 or more","Not str republican","Protestant","Other",1
2012,"Married",41,"White","Not applicable","Ind,near dem","Protestant","Other",NA
2012,"Separated",68,"Black","Not applicable","Strong democrat","Protestant","Baptist-dk which",2
2012,"Never married",23,"White","$10000 - 14999","Not str republican","Catholic","Not applicable",5
2012,"Married",77,"White","Not applicable","Ind,near dem","Jewish","Not applicable",4
2012,"Married",30,"Other","Not applicable","Strong democrat","Hinduism","Not applicable",1
2012,"Never married",27,"Black","$1000 to 2999","Independent","Orthodox-christian","Not applicable",3
2012,"Never married",49,"White","$1000 to 2999","Not str republican","Protestant","Southern baptist",NA
2012,"Married",36,"White","Not applicable","Ind,near rep","Protestant","No denomination",2
2012,"Separated",67,"White","Not applicable","Ind,near rep","Protestant","Southern baptist",NA
2012,"Divorced",70,"Black","Not applicable","Strong democrat","Protestant","Southern baptist",5
2012,"Married",43,"White","$10000 - 14999","Not str republican","Protestant","Am bapt ch in usa",NA
2012,"Divorced",58,"White","$10000 - 14999","Not str republican","Protestant","Other",6
2012,"Never married",35,"Black","$20000 - 24999","Not str democrat","Christian","Not applicable",3
2012,"Never married",27,"Black","$10000 - 14999","Independent","Protestant","Other",2
2012,"Never married",32,"Black","$3000 to 3999","Strong democrat","Christian","Not applicable",NA
2012,"Never married",40,"Black","$20000 - 24999","Strong democrat","Protestant","Afr meth ep zion",4
2012,"Married",54,"White","Lt $1000","Strong republican","Protestant","Southern baptist",12
2012,"Divorced",73,"Black","Not applicable","Ind,near dem","Protestant","Afr meth episcopal",NA
2012,"Widowed",55,"Black","Not applicable","Strong democrat","Protestant","Afr meth episcopal",6
2012,"Never married",23,"Black","$7000 to 7999","Strong democrat","Christian","Not applicable",3
2012,"Never married",21,"Black","$20000 - 24999","Strong democrat","Protestant","Other baptists",4
2012,"Never married",20,"Other","Not applicable","Independent","Protestant","Other",1
2012,"Married",47,"White","$10000 - 14999","Independent","Protestant","No denomination",2
2012,"Married",62,"White","$25000 or more","Not str democrat","Protestant","Other lutheran",NA
2012,"Never married",31,"White","Not applicable","Other party","None","Not applicable",2
2012,"Married",64,"White","Not applicable","Strong democrat","Catholic","Not applicable",8
2012,"Married",52,"Black","Not applicable","Strong democrat","Protestant","Baptist-dk which",4
2012,"Married",83,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
2012,"Divorced",56,"White","$20000 - 24999","Not str democrat","Protestant","United pres ch in us",1
2012,"Married",30,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",3
2012,"Married",61,"White","$20000 - 24999","Not str republican","Catholic","Not applicable",4
2012,"Married",75,"White","Not applicable","Not str republican","Catholic","Not applicable",5
2012,"Married",73,"White","Not applicable","Ind,near dem","Protestant","No denomination",NA
2012,"Married",68,"White","Not applicable","Ind,near rep","None","Not applicable",6
2012,"Widowed",69,"White","Not applicable","Not str republican","Protestant","Southern baptist",2
2012,"Married",52,"White","$20000 - 24999","Strong republican","Protestant","Episcopal",3
2012,"Divorced",59,"White","Not applicable","Independent","Protestant","No denomination",4
2012,"Never married",39,"Black","Not applicable","Not str democrat","None","Not applicable",10
2012,"Never married",57,"Black","Not applicable","Strong democrat","Protestant","Southern baptist",NA
2012,"Married",63,"White","Don't know","Ind,near rep","Protestant","Southern baptist",NA
2012,"Never married",29,"Black","Refused","Ind,near rep","None","Not applicable",3
2012,"Never married",19,"Black","Not applicable","Strong republican","Protestant","No denomination",7
2012,"Married",30,"White","$15000 - 19999","Independent","None","Not applicable",NA
2012,"Married",38,"White","$20000 - 24999","Strong republican","Protestant","Other baptists",2
2012,"Married",28,"White","Not applicable","Not str republican","Protestant","Southern baptist",2
2012,"Divorced",41,"White","Not applicable","Not str republican","Don't know","Not applicable",10
2012,"Divorced",56,"Black","$25000 or more","Strong democrat","Protestant","Southern baptist",NA
2012,"Never married",24,"White","Not applicable","Not str republican","Catholic","Not applicable",2
2012,"Divorced",58,"Black","Refused","Not str democrat","Christian","Not applicable",NA
2012,"Never married",28,"Black","Don't know","Strong democrat","Protestant","Southern baptist",20
2012,"Widowed",55,"White","Not applicable","Strong republican","None","Not applicable",NA
2012,"Divorced",41,"White","$25000 or more","Not str republican","Protestant","United methodist",3
2012,"Never married",29,"Black","$20000 - 24999","Strong democrat","Protestant","Afr meth episcopal",5
2012,"Married",65,"White","Not applicable","Strong democrat","Protestant","Other lutheran",3
2012,"Widowed",64,"White","Not applicable","Strong democrat","Catholic","Not applicable",4
2012,"Married",41,"White","$25000 or more","Ind,near dem","Protestant","Baptist-dk which",NA
2012,"Divorced",39,"White","Lt $1000","Not str republican","Christian","Not applicable",NA
2012,"Never married",29,"White","$25000 or more","Not str republican","Protestant","Am baptist asso",2
2012,"Married",54,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",2
2012,"Divorced",47,"White","$25000 or more","Strong democrat","Protestant","Southern baptist",NA
2012,"Married",44,"White","$20000 - 24999","Strong democrat","Protestant","Baptist-dk which",1
2012,"Divorced",24,"Black","Lt $1000","Strong democrat","Christian","Not applicable",3
2012,"Married",33,"White","$10000 - 14999","Strong democrat","Other","Not applicable",3
2012,"Married",60,"White","Not applicable","Not str republican","Protestant","United methodist",NA
2012,"Married",60,"White","$25000 or more","Not str republican","Catholic","Not applicable",2
2012,"Married",53,"White","$25000 or more","Strong republican","Protestant","Episcopal",2
2012,"Never married",19,"White","$5000 to 5999","Independent","None","Not applicable",NA
2012,"Married",46,"White","Don't know","Independent","Protestant","Lutheran-mo synod",2
2012,"Widowed",84,"White","Not applicable","No answer","No answer","No answer",NA
2012,"Never married",37,"Black","$15000 - 19999","Ind,near dem","Protestant","Other",2
2012,"Never married",35,"White","Not applicable","Other party","None","Not applicable",NA
2012,"Married",60,"White","Not applicable","Strong republican","Christian","Not applicable",2
2012,"Never married",46,"White","$20000 - 24999","Not str democrat","Christian","Not applicable",NA
2012,"Never married",26,"White","$15000 - 19999","Ind,near dem","None","Not applicable",1
2012,"Never married",31,"White","$10000 - 14999","Strong republican","None","Not applicable",4
2012,"Married",67,"White","Not applicable","Ind,near dem","Protestant","Other",NA
2012,"Married",67,"White","Not applicable","Strong democrat","Protestant","Episcopal",NA
2012,"Married",88,"White","Not applicable","Not str republican","Catholic","Not applicable",2
2012,"Married",40,"White","$25000 or more","Ind,near dem","Christian","Not applicable",1
2012,"Married",70,"White","Not applicable","Not str democrat","Protestant","Presbyterian, merged",NA
2012,"Married",44,"White","Not applicable","Independent","Christian","Not applicable",2
2012,"Married",39,"Other","$25000 or more","Independent","Catholic","Not applicable",NA
2012,"Married",65,"White","Not applicable","Strong republican","Protestant","Baptist-dk which",NA
2012,"Never married",33,"Black","$10000 - 14999","Independent","Protestant","Other",2
2012,"Married",63,"White","Not applicable","Strong democrat","Protestant","Other",1
2012,"Never married",31,"Black","$25000 or more","Not str democrat","Protestant","Southern baptist",NA
2012,"Never married",23,"Black","$7000 to 7999","Independent","None","Not applicable",5
2012,"Married",71,"White","Not applicable","Ind,near rep","Protestant","No denomination",NA
2012,"Married",32,"Black","$25000 or more","Other party","Protestant","United methodist",1
2012,"Divorced",52,"White","$25000 or more","Not str democrat","Christian","Not applicable",NA
2012,"Widowed",77,"White","Not applicable","Strong democrat","Catholic","Not applicable",8
2012,"Married",63,"White","$25000 or more","Ind,near rep","Protestant","Baptist-dk which",1
2012,"Divorced",42,"White","$25000 or more","Independent","Protestant","Southern baptist",1
2012,"Married",52,"White","Not applicable","Other party","Catholic","Not applicable",NA
2012,"Married",70,"White","Not applicable","Not str republican","Protestant","United methodist",3
2012,"Never married",23,"White","$6000 to 6999","Independent","Don't know","Not applicable",NA
2012,"Widowed",84,"White","Not applicable","Strong republican","Protestant","Southern baptist",3
2012,"Married",30,"White","$25000 or more","Strong republican","Protestant","Other",3
2012,"Never married",59,"Black","Not applicable","Strong democrat","Protestant","Baptist-dk which",NA
2012,"Married",61,"White","Not applicable","Not str democrat","Protestant","Other",3
2012,"Divorced",37,"White","$10000 - 14999","No answer","Protestant","Southern baptist",NA
2012,"Married",41,"White","$25000 or more","Independent","Protestant","Southern baptist",1
2012,"Widowed",55,"White","Not applicable","Strong democrat","Protestant","Other",4
2012,"Married",31,"White","Not applicable","Strong republican","Other","Not applicable",NA
