tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N835MH,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N835UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N835VA,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N836AS,1998,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N836AW,2005,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N836AY,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N836UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N836VA,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N837AW,2005,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N837MH,2000,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N837UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N837VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N838AW,2005,Fixed wing multi engine,AIRBUS,A319-132,2,179,NA,Turbo-fan
N838MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N838UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N838VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8390A,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N839AY,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N839MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N839UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N839VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8409N,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N840AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N840AY,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N840MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N840MQ,1974,Fixed wing multi engine,CANADAIR LTD,CF-5D,4,2,NA,Turbo-jet
N840UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N840VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8412F,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8416B,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N841AY,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N841MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N841UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N841VA,NA,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8423C,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N842MH,2001,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N842UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N842VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8432A,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N843MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N843UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N843VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8444F,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N844MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N844UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N844VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8458A,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N845MH,2002,Fixed wing multi engine,BOEING,767-432ER,2,300,NA,Turbo-jet
N845UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N845VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N846AS,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N846UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N846VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8475B,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8477R,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N847UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N847VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8488D,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N848AS,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N848UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N848VA,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8492C,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8495B,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N849UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N849VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8501F,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8505Q,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8506C,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N850UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N8515F,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8516C,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N851NW,2004,Fixed wing multi engine,AIRBUS INDUSTRIE,A330-223,2,379,NA,Turbo-jet
N851UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N851VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8525B,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N852UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N852VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8532G,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8533D,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N853UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N853VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8541D,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8543F,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N854NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N854UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N854VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8554A,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N855UA,2002,Fixed wing multi engine,AIRBUS,A319-131,2,179,NA,Turbo-jet
N855VA,2012,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N8560F,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N856NW,2004,Fixed wing multi engine,AIRBUS,A330-223,3,379,NA,Turbo-fan
N8577D,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8580A,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8587E,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8588D,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N858AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8598B,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N859AS,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8600F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8601C,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8602F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8603F,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8604C,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8604K,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8605E,2012,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8606C,NA,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8607M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8608N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8609A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8610A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8611A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8611F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8612K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8613K,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8614M,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8615E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8616C,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8617E,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8618N,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8619F,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8620H,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8621A,2013,Fixed wing multi engine,BOEING,737-8H4,2,140,NA,Turbo-fan
N8623A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N862DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N8631E,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N863DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N8646A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8659B,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N865DA,1999,Fixed wing multi engine,BOEING,777-232,2,400,NA,Turbo-jet
N8665A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8672A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8673D,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8674A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8683B,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8688C,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8694A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8696C,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8698A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8709A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N870AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8710A,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8718E,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N871AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8721B,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8733G,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8736A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8745B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8747B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N87507,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87512,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87513,2008,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N8751D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N87527,2010,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N87531,2011,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N8758D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8771A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8775A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N877AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8783E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8790A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8794B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8797A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8800G,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8808H,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N881AS,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8828D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8836A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8837B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8839E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8847A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8855A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8869B,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8877A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8883E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8884E,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8886A,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8888D,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8891A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8894A,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8896A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8903A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8905F,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8907A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8908D,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8913A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8914A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8918B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N891AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N8921B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8923A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8924B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8928A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N892AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N8930E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8932C,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8933B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8936A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8938A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N893AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N8940E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8942A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8943A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8944B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8946A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8948B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N894AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N895AT,2004,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N8960A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8964E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8965E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8968E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8969A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N896AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N8970D,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8971A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8972E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8974C,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8976E,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8977A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8980A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8982A,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N8986B,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N899AT,2005,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N900DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N900EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N900PC,1997,Fixed wing multi engine,BOEING,757-26D,2,178,NA,Turbo-jet
N900WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N901DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N901WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N901XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N902DA,1994,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N902DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N902FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N902WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N902XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N903DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N903DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N903FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N903JB,2013,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N903WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N903XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N904DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N904DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N904DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N904FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N904WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N904XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N905DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N905DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N905DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N905FJ,1986,Fixed wing multi engine,AVIONS MARCEL DASSAULT,MYSTERE FALCON 900,3,12,NA,Turbo-fan
N905WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N905XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N906AT,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N906DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N906DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N906DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N906FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N906WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N906XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N907DA,1995,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2,142,NA,Turbo-jet
N907DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N907DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N907FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N907JB,2013,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N907WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N907XJ,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N908DE,1992,Fixed wing multi engine,MCDONNELL DOUGLAS CORPORATION,MD-88,2,142,NA,Turbo-jet
N908DL,1987,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2,142,NA,Turbo-fan
N908FJ,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N908WN,2008,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
